tmdbId,vote_average,vote_count,popularity
58232,6.401,652,6.5928
13413,7.495,777,5.0296
58496,8.1,1130,4.3206
110639,0.0,0,0.0
49018,6.9,7114,9.9538
49010,5.9,659,1.7558
55725,6.818,532,2.3105
48650,6.4,793,5.7946
39356,7.3,466,4.8087
60307,6.695,1202,6.4757
53172,5.816,366,2.4715
50359,5.802,1349,5.7431
64484,6.404,57,1.2598
75725,6.324,73,3.7566
58857,7.326,1210,3.2269
50456,6.589,3533,7.1368
367647,0.0,0,0.0
54527,7.161,84,2.1845
23521,6.712,146,2.5737
46105,7.448,77,0.2864
49012,5.56,770,6.9652
41446,6.5,3975,5.5475
46195,6.753,6977,10.3132
62215,7.16,3682,6.4147
10195,6.768,21870,11.4068
45523,7.8,292,0.2262
30969,7.856,201,0.4917
56780,5.447,208,4.4283
24447,7.8,170,1.6491
202241,0.0,0,0.0
167966,6.8,10,0.6584
55787,6.941,2574,5.0536
57586,7.4,245,2.0012
51209,6.773,673,4.6854
51497,7.242,8590,1.1592
241620,7.365,26,0.0593
42521,6.7,74,0.6322
46738,8.101,3067,8.4862
43959,7.012,1217,5.4236
49022,6.236,1072,7.2522
55721,6.516,4532,6.105
38321,5.8,2415,4.5243
39410,7.144,174,1.9043
1865,6.563,14588,17.5329
59436,7.52,7555,5.7641
51608,7.702,1413,4.4703
8967,6.734,3234,2.5337
45243,6.497,10953,11.0749
52077,5.869,1152,6.6282
21469,5.901,121,1.5239
49950,5.38,973,9.3418
59678,6.462,2179,3.7941
59468,7.126,626,3.9908
51533,7.729,328,3.4147
49444,7.051,7602,9.9035
49538,7.297,13220,0.4666
49020,7.365,1536,2.766
70862,6.742,64,4.0431
45658,6.167,641,1.8894
55347,6.8,1101,3.0727
37686,6.771,6860,7.138
19963,6.821,279,2.9665
44912,5.177,7465,10.2547
56272,4.721,165,4.2633
58224,5.976,3083,5.0435
52449,5.61,4833,6.5191
38356,6.221,8696,2.7982
59861,5.991,1373,6.885
38319,5.325,1392,5.9756
65034,6.979,242,4.3006
22907,6.242,1332,2.4885
73884,7.0,37,0.987
38317,5.429,1732,5.009
51540,6.57,6604,4.7792
49013,6.164,8223,13.0384
24792,7.7,22,0.0338
67109,7.048,197,1.3141
64780,7.0,14,0.264
59860,6.779,2282,6.762
12445,8.083,21433,18.1281
64690,7.582,13191,11.8882
1771,7.0,22259,5.6196
50646,7.269,8965,10.9019
51828,7.418,4427,8.4387
67913,6.985,1325,4.9742
51162,6.906,919,3.4656
65599,6.028,563,1.3926
28039,6.864,81,1.654
13931,6.878,723,2.7511
41513,5.759,3911,9.3377
50544,6.65,8210,8.5701
50004,6.6,34,1.7754
55846,6.183,1728,3.4311
57361,7.343,536,2.1772
59968,6.148,1005,2.5558
209802,5.333,15,0.9309
51620,5.827,1159,3.9229
61791,7.338,12403,5.7344
51993,6.325,151,3.5076
49520,6.153,2876,5.3449
50014,8.205,8749,14.2457
62206,5.766,1773,3.4634
39413,6.949,243,3.8871
55779,6.148,3919,5.6856
55465,5.997,1009,2.6415
46261,5.799,1092,2.9726
58151,6.2,2026,2.2752
55420,6.707,1740,2.073
44835,6.799,716,3.545
52015,6.202,839,0.8358
48289,6.567,927,5.9456
62835,6.64,2746,9.7006
55244,7.547,96,2.1192
63311,7.493,4472,5.4131
37430,5.308,1946,6.1133
16335,4.8,193,7.974
40016,2.224,357,4.0875
69798,6.2,953,2.6241
48572,6.052,998,4.0742
72744,7.8,110,1.6625
70868,5.2,406,2.4636
65055,5.1,591,1.9651
39538,6.645,6333,4.0853
60308,7.283,5512,6.9728
55785,6.782,147,3.0683
68341,6.913,373,3.5269
71689,7.099,586,6.0008
18093,6.81,311,5.7097
24428,7.857,34063,43.0919
49517,6.621,2806,3.076
60243,7.898,1875,3.0042
48231,6.358,2151,3.6984
59440,7.847,4837,4.458
10316,6.673,2611,5.2468
74725,6.195,835,1.6766
49021,6.264,2228,5.2451
58699,5.84,159,2.8887
40807,7.176,3946,5.1392
63375,6.342,120,0.3842
74643,7.5,3400,4.9107
123723,5.7,13,2.4937
59852,6.8,90,0.1244
64720,7.045,1887,7.585
58878,7.434,106,1.2487
37239,7.2,32,1.2116
39254,7.062,8822,13.6435
68817,6.596,1689,3.5514
60935,6.229,3076,3.3138
59437,5.966,103,8.8701
76543,7.253,481,6.1386
50837,6.591,784,2.4238
71859,7.5,2985,5.9136
10005,4.8,123,3.3756
52451,5.796,2709,7.0851
49530,6.972,11853,8.4662
44754,6.319,313,3.3931
72113,7.172,3050,1.504
50839,6.9,1975,5.421
72571,5.903,2308,3.4044
72432,6.645,421,2.0039
58233,6.24,3462,6.8335
59965,5.85,2962,4.1414
53487,6.985,1270,4.0632
76025,6.9,3302,3.7567
63492,6.5,2392,4.5401
70670,7.243,1303,4.2495
69735,7.242,1017,3.3626
77801,6.971,86,5.611
58423,0.0,0,0.0
59108,6.113,3077,5.4126
88794,6.226,2514,4.7815
73499,5.81,690,7.0366
17578,6.914,5626,4.6821
40658,6.7,12,4.1642
65229,7.3,730,1.4752
75964,0.0,0,0.0
44826,7.175,7475,9.1764
37958,6.0,2718,3.8389
71880,4.388,2169,4.4634
77365,6.882,275,1.7005
94174,0.0,0,0.0
65057,6.836,2932,3.3812
60420,6.36,1068,4.1331
64328,6.687,1636,7.1612
50619,6.192,9084,10.8734
57212,7.299,3541,6.9084
23514,5.886,1283,5.5752
13060,7.454,785,4.5261
38336,6.5,107,1.3137
15157,7.306,2085,6.8993
30618,5.795,334,6.537
57431,5.579,986,4.5237
64685,6.981,2084,3.7797
45708,5.8,34,0.2278
9369,6.2,624,5.5596
9642,6.108,736,4.3717
65759,6.195,1686,4.672
51052,6.768,1560,10.4269
91550,6.04,272,0.6342
70074,5.631,1332,4.7587
76163,6.351,6970,8.7107
13396,7.5,327,3.9811
70160,7.22,22789,8.2497
49026,7.789,23715,11.3359
49040,6.239,5925,7.4238
58574,7.141,10683,4.8092
101173,5.847,474,1.1984
57157,5.815,1314,1.6669
62838,5.9,2182,3.3373
56292,7.107,10462,9.3781
74465,6.82,2848,3.6086
65754,7.377,7353,4.0494
71469,5.3,1536,5.7605
16939,7.115,52,1.8871
55301,5.699,2288,5.5349
51995,5.338,80,0.8458
80038,6.0,481,4.823
59006,5.127,83,1.4825
77866,6.335,2140,7.3068
269963,5.5,6,0.9761
75301,7.199,148,1.8987
63574,6.429,162,2.7537
71688,6.4,1811,4.2891
72842,5.996,116,4.6979
79896,6.151,267,8.1285
52520,6.328,4232,4.4702
75174,6.573,3989,4.5171
49527,6.43,2720,4.8157
55741,6.0,54,1.7699
70435,5.7,1435,5.0144
31337,6.5,32,0.2951
65760,6.7,588,8.9176
15044,6.854,144,1.4805
50357,5.309,1055,3.9631
74998,5.918,1044,1.6526
72431,6.577,665,4.6133
76758,7.411,857,2.963
77338,8.272,17963,14.8495
54054,5.55,988,4.9878
58428,5.412,687,4.7151
58704,7.0,31,1.806
50698,6.317,1586,5.2014
76726,6.837,5543,10.4481
65086,6.141,3579,5.141
80125,5.897,107,4.4415
64678,6.567,1334,5.5855
192695,0.0,0,0.0
13976,7.72,50,1.7726
59961,6.485,3783,5.3195
72570,7.235,4164,3.8443
80379,7.824,241,0.2603
54146,7.288,106,1.4427
78480,7.157,334,1.4157
84200,5.887,314,2.0624
73700,6.256,39,1.6677
72545,6.146,4405,7.7811
51999,6.865,1204,2.5279
64029,6.6,17,4.432
37464,3.406,49,3.1819
71676,5.004,3947,6.3197
21634,8.066,607,4.0816
54507,0.0,0,0.0
59017,0.0,0,0.0
51875,5.186,59,5.1879
26397,0.0,0,0.0
59045,7.2,130,4.5596
57243,6.795,397,0.9147
52454,3.906,171,1.5445
45569,6.0,171,2.7106
25831,6.745,237,3.0772
79548,6.2,1196,5.3259
57214,6.886,6615,5.6683
73723,6.5,3759,14.3311
73937,5.999,846,3.796
75674,6.531,1192,2.5242
38674,7.0,57,1.2648
59962,6.184,3498,2.8998
49529,6.355,5915,9.5429
74387,6.408,981,6.5818
63493,6.2,371,7.5704
64688,6.883,10685,7.0025
82532,6.229,668,3.1798
81796,5.936,1915,3.2018
67748,6.294,339,2.1135
61984,6.441,239,3.2322
80767,7.7,746,3.9912
82533,5.475,201,1.7394
81025,6.424,922,1.8621
57165,5.752,4377,7.6069
74308,7.617,1882,5.7769
10679,5.731,1697,5.9257
74777,5.841,359,4.993
71552,6.3,4570,14.364
94329,7.397,3701,4.1803
22970,6.641,8272,6.7191
74306,6.963,1015,3.9535
76489,5.813,619,2.4558
70436,6.304,1393,4.3733
147269,0.0,0,0.0
54271,5.299,142,3.816
62764,5.921,3233,3.4147
44833,5.879,5750,5.4453
74534,6.955,1411,2.8728
91356,6.871,62,0.4425
84404,7.176,162,4.4879
75802,6.675,836,6.4084
31967,6.96,553,1.9855
37467,5.3,44,2.8428
72207,5.856,1377,1.5412
67660,6.8,871,3.4846
77877,7.169,3765,6.2658
72387,6.498,2579,6.0669
62213,6.097,7457,8.1325
89326,5.682,88,1.6121
40161,5.962,239,3.9224
26815,6.822,115,1.1622
76493,6.213,6182,11.4872
28500,7.3,30,0.4566
41154,6.537,10702,8.2788
58595,5.987,8073,5.0897
86812,6.287,407,2.985
77561,6.419,400,2.6372
72197,6.51,1161,1.7346
70981,6.587,12855,7.8389
111440,5.7,509,2.7313
92591,6.579,989,3.0897
12645,5.996,126,2.8264
86555,6.4,383,3.4276
50647,5.495,1295,3.9308
83666,7.674,6135,3.7599
80389,6.585,1704,1.6588
13640,6.7,682,6.8887
72358,6.1,1367,2.6051
84332,6.777,1545,3.033
80321,6.621,6383,7.289
84355,6.455,353,0.7737
39144,6.8,356,3.5423
39145,6.6,291,2.6344
22855,7.066,686,4.9902
116776,6.7,293,3.3865
39100,6.6,530,5.1562
62177,7.021,13846,12.5229
13313,6.216,1068,8.2192
63193,7.9,287,1.878
39101,6.5,603,4.7889
13761,5.517,1406,3.9316
76494,5.997,1828,4.6375
81836,5.785,2053,4.7366
72331,5.763,3458,3.9567
89874,7.217,46,0.6139
80585,6.196,1311,5.7612
88005,6.567,2183,2.7817
13042,7.785,1036,3.159
13932,7.3,960,0.9598
13933,7.248,583,3.0688
72105,6.448,12841,8.9678
77930,6.175,3028,1.8469
39103,6.4,1074,4.8469
24752,7.0,711,5.8938
39104,6.9,589,3.4795
34433,7.2,958,6.1551
95516,5.629,338,3.1024
1930,6.723,18054,10.6768
39105,7.1,599,5.4301
57800,6.4,7913,8.6133
84175,6.83,1108,3.3327
82525,6.343,2227,4.6559
31218,5.75,84,1.9169
40770,4.475,20,0.1784
13929,7.6,1180,2.0435
80468,6.005,111,2.7468
83191,0.0,0,0.0
80035,5.583,2394,7.5444
193976,0.0,0,0.0
84165,5.594,299,3.282
73567,6.53,1512,1.726
44251,6.8,697,4.1281
39106,5.8,545,3.6422
14863,4.675,343,3.6927
16716,6.95,210,3.4234
52906,5.759,27,4.0632
13930,7.477,1259,3.2131
103332,7.112,1716,1.7678
64635,6.026,5700,5.5746
103747,6.94,598,3.5918
56909,6.195,793,3.0502
39323,7.6,744,6.2399
39324,7.615,573,4.9206
18095,6.8,356,3.9653
76696,7.5,308,3.5592
37724,7.256,15734,6.3582
58383,7.397,151,1.3171
77953,5.834,1812,2.6948
85414,5.769,210,3.4375
82696,6.262,808,1.7787
84327,6.901,213,3.4936
77174,7.0,2673,6.9039
82650,6.335,1023,6.0306
109584,6.896,283,3.3734
76360,7.566,136,4.7771
49526,6.3,2212,5.6537
71864,6.994,1223,6.2291
82633,7.06,3201,5.4666
71668,4.322,1109,5.9548
202043,0.0,0,0.0
84334,7.889,978,0.8669
263947,0.0,0,0.0
215999,0.0,0,0.0
83403,4.5,28,1.6337
83660,7.4,139,3.5133
83686,6.673,1249,5.5578
114150,7.274,6740,5.5702
89708,8.052,654,1.9279
67166,6.645,83,4.4398
59967,6.898,10574,4.0409
87428,5.816,2089,6.5265
84329,6.912,1131,2.5646
71679,5.8,4181,0.51
100529,4.993,143,4.7136
68722,7.112,3162,7.1088
49049,6.852,5330,9.8495
77016,7.349,3470,2.9567
84348,6.093,1652,3.1777
84892,7.8,10898,8.4373
103663,8.095,4526,7.3346
103328,6.98,1210,4.1528
82675,6.365,6922,7.8445
82505,5.797,1854,6.0795
45397,6.1,40,1.3212
85735,5.71,415,2.4928
86597,6.009,1194,2.0767
80271,6.105,2725,2.6477
97365,7.159,1428,1.0439
90125,7.526,269,1.4045
62214,6.999,3516,4.3012
82507,6.87,5838,7.8244
92171,7.4,28,4.0937
76492,6.964,8956,9.289
110354,7.244,301,1.524
71723,6.089,28,1.3194
68734,7.281,8672,4.8112
86838,6.822,4118,2.519
84306,6.451,561,4.2385
75736,5.064,360,4.7424
80280,5.323,1565,2.7928
99770,5.109,1363,3.4981
82990,5.415,1974,2.8766
94348,5.14,752,5.1472
83542,6.888,7321,6.3085
72867,7.2,9,0.7116
61012,5.541,1748,5.7126
87826,6.218,1532,5.7952
126797,5.576,85,2.4025
64689,6.0,2307,4.8859
84287,7.309,761,6.9881
113947,6.877,583,2.2743
84341,6.471,295,2.2352
82690,7.352,12772,12.4554
82693,7.148,12352,5.013
87502,6.851,6270,4.4167
96724,6.71,2353,3.2313
87827,7.405,13491,5.7627
97430,5.531,1172,5.7565
123105,5.772,822,1.1432
98631,7.021,167,2.0753
65851,6.336,649,3.1112
80215,7.528,477,1.4668
123025,7.73,1664,4.1162
72976,6.855,3939,4.4088
135708,4.098,46,7.439
73935,5.348,290,3.0113
50620,6.462,9193,11.2721
58547,5.828,576,3.8835
60747,5.705,1688,7.6368
81188,7.37,6961,9.5219
101519,5.7,302,0.3399
97614,5.976,701,1.3005
102780,6.297,919,1.7971
140420,7.995,1758,3.4588
19274,6.6,170,2.2429
18867,6.116,86,1.6936
112336,6.564,1585,5.8011
83389,7.53,1867,3.4353
71883,7.521,523,2.5276
25539,6.874,203,2.2321
10044,6.6,224,2.8944
34280,6.701,177,1.4336
110392,5.99,52,1.5262
49051,7.364,19118,11.2615
87504,5.237,205,3.6516
40722,4.269,52,3.4196
97630,6.992,4728,3.1427
139567,5.682,708,5.6045
82654,6.468,6250,3.7706
83186,6.279,369,2.738
77875,5.656,709,4.1261
82687,5.614,744,4.5402
75780,6.649,7386,6.9044
68718,8.185,27258,13.5592
89492,5.892,2263,6.2627
41153,5.304,57,4.1458
44470,5.374,127,1.4521
80278,7.368,6526,9.3007
82695,7.315,5453,5.1674
16315,5.805,109,4.3706
88042,6.0,473,9.2415
75761,6.285,692,1.0544
193380,0.0,0,0.0
133694,6.286,719,1.5814
118628,7.2,276,1.6987
38010,7.1,66,1.2337
76617,5.487,1761,5.1768
82682,6.377,4143,4.8533
68812,6.56,1090,4.474
147538,0.0,0,0.0
142061,7.922,1555,3.0304
135921,7.1,74,2.2034
105538,4.731,13,1.0001
76640,6.081,2876,3.2454
145197,6.321,777,1.9937
84336,5.9,269,4.9979
69372,0.0,0,0.0
85872,6.195,619,3.4727
87818,4.628,2427,3.5583
128190,7.339,140,1.2177
117974,6.31,548,0.8008
60304,6.095,6945,8.3493
146837,7.7,69,1.9684
118677,5.37,108,1.852
93858,7.017,173,5.565
58244,6.279,2554,2.8011
162145,5.655,206,7.8344
18912,7.065,390,2.4287
121824,6.0,973,1.8688
109421,6.61,3212,2.3086
109431,5.9,3434,2.6959
87436,4.944,620,4.7459
109491,6.038,2903,3.473
47964,5.335,6593,3.7227
107811,5.828,1567,5.7445
112949,7.235,2374,3.6727
134481,0.0,0,0.0
123678,7.662,727,1.8561
122857,5.557,463,2.304
68179,5.7,786,3.7264
132344,7.5,2578,7.232
134411,6.12,2425,2.7818
145135,6.323,1870,1.756
130739,7.196,341,4.7688
170657,6.905,412,3.2502
28090,5.879,253,2.3125
81005,5.863,5069,5.5131
129112,7.216,502,1.971
59255,6.9,25,0.2715
43650,7.445,290,0.7934
72559,5.649,5643,7.2196
86825,6.6,2336,4.0635
68728,5.929,6677,6.2593
49519,6.928,7340,11.0946
124459,5.7,1480,3.1072
158011,6.797,2975,2.3255
117263,6.411,6872,8.1906
84199,6.99,2136,3.5722
55892,6.5,58,4.5667
97367,6.982,5037,3.4453
127867,6.13,503,5.1097
173153,5.664,137,5.4957
72710,6.289,4004,7.8069
144340,5.606,636,7.0306
109428,6.6,4859,4.0471
68727,6.615,2272,4.8908
133698,5.877,645,4.7946
75612,6.663,11163,5.8404
59963,4.77,230,6.561
109410,7.193,1901,4.0271
110420,8.216,2395,4.257
127517,7.058,1173,3.6432
13647,6.2,261,2.374
42699,4.793,92,1.6861
134374,6.279,4655,8.9495
15257,7.158,275,1.4753
121606,6.3,424,1.5633
84204,6.1,488,2.3765
76589,7.413,909,4.2852
44865,6.623,933,3.6616
109414,6.234,6614,7.981
68721,6.93,22934,15.5392
174321,5.564,366,2.5506
103731,7.1,2959,3.7395
25117,8.029,69,1.9692
165739,5.5,188,0.7367
45736,6.2,34,1.5849
72525,5.51,196,4.0443
64682,7.358,12676,7.4208
54138,7.32,9395,4.437
116741,6.241,4344,0.1712
16150,6.6,18,2.575
27861,7.6,114,1.8719
20803,7.9,382,1.7592
77987,5.8,2511,2.9919
109439,6.21,8982,9.9361
82992,6.818,10933,0.9725
116711,6.543,2851,6.2098
197467,3.994,82,6.268
86282,7.7,48,2.1498
2077,6.548,135,8.4236
197481,3.8,60,1.0826
42151,6.2,80,1.3991
121986,7.341,1756,2.0622
104755,5.45,898,4.0919
119675,6.602,811,1.5781
130824,7.7,77,1.2526
86843,6.8,29,0.3183
82700,5.182,6719,5.6697
75656,7.332,16208,28.885
133463,5.412,85,2.6966
147773,7.132,1877,3.6835
91739,6.8,277,3.1191
49521,6.639,15774,12.8365
156700,6.973,1191,3.9972
158015,6.251,8650,7.0782
174188,5.169,267,4.4249
159014,7.19,252,0.3977
96936,5.4,3096,3.5671
62211,7.043,11040,7.5842
160085,5.9,147,6.9842
80518,6.788,280,2.3153
103620,6.028,980,1.4388
120292,5.306,108,5.1397
68726,6.914,12983,10.1014
177271,6.4,281,1.523
152742,7.804,2963,2.0132
53928,3.893,42,4.1178
72190,6.825,16074,9.3947
68724,6.513,9268,4.7671
93456,6.9,11718,10.0738
117251,6.465,4959,4.0742
107985,6.809,5682,6.4033
136418,6.184,1798,3.7101
136795,6.595,4074,6.0831
57201,6.116,6003,3.9358
109099,5.2,438,2.8455
159117,6.213,1127,3.4162
136386,4.038,26,6.4208
157386,6.673,2956,3.9269
157375,5.415,294,7.976
205321,3.919,1638,2.6032
178946,6.2,27,0.1432
111969,7.375,1977,5.204
30963,6.142,116,2.0377
157354,7.356,1375,6.4575
49524,5.849,4174,5.5155
179111,6.206,281,1.0052
138843,7.5,12344,15.0953
77950,6.268,3582,4.7893
76170,6.429,10006,1.0636
172533,5.94,844,1.9792
146216,6.529,4192,8.9197
198062,6.5,104,9.9587
192126,4.6,50,2.6743
136400,6.538,4344,10.491
160588,6.982,3551,7.9953
179144,7.505,3228,1.8504
58447,4.3,30,3.6249
185574,7.6,201,0.5082
76285,6.025,5265,3.736
77931,5.754,2315,5.5305
177699,6.639,477,0.8174
76544,6.096,963,1.4663
21683,6.7,426,2.5526
138832,6.838,9219,10.7314
109418,6.146,4531,9.3725
59859,6.401,6399,5.9489
87421,6.336,4273,6.81
151960,5.9,1766,3.9601
158999,7.8,1155,5.2258
149870,7.792,3216,3.3404
115782,6.124,2534,2.6096
132363,7.333,2963,5.8605
157360,6.336,551,2.5556
122906,7.909,8956,7.8408
30061,7.318,753,3.1349
83899,6.6,2599,4.2845
147129,6.4,18,0.4864
146227,5.03,653,3.2347
49802,7.4,119,1.3754
17282,5.6,25,1.4967
49047,7.164,15923,5.4574
212716,6.738,2029,1.5853
115199,6.619,59,1.7591
146233,8.1,12577,10.0699
156711,6.376,474,1.3506
91586,6.68,4424,4.8392
96721,7.728,7556,6.9609
112205,6.366,3022,8.1392
169813,7.8,1367,2.5263
102059,4.1,35,3.2051
129139,5.768,1064,2.944
121676,5.25,60,2.7898
129670,7.449,1854,2.9545
209263,6.717,886,8.1243
138697,6.016,4463,6.5684
157820,6.14,635,2.9404
51452,0.0,0,0.0
157409,5.966,160,1.0582
172828,5.732,254,7.5961
146238,5.641,1287,1.8034
152584,7.065,4755,3.6932
109451,6.451,3381,7.1897
109424,7.538,7252,4.9544
51985,6.1,105,3.3046
106747,5.617,1972,2.1475
85889,6.842,1819,2.1679
107846,6.725,5403,6.4109
55370,6.7,80,2.2597
133805,6.045,4620,3.3433
173495,5.17,47,4.2675
109091,5.286,1938,2.149
158752,4.8,237,3.2537
146015,6.525,1043,1.3015
76203,7.938,11684,8.2218
152747,6.647,1696,3.4213
80274,6.584,6065,4.404
208134,6.1,1622,2.7879
76338,6.51,17923,6.2203
152532,7.918,8805,3.4235
194101,7.279,236,2.3501
137093,6.41,2209,2.9308
205220,7.3,1665,2.02
203833,7.495,4439,5.0626
101299,7.428,18013,9.9223
57158,7.573,13754,12.9472
64686,6.2,4003,3.6216
146239,6.248,1538,6.7418
41602,6.389,636,3.5475
137312,4.444,9,0.1321
253941,0.0,0,0.0
80662,6.912,233,2.7753
109445,7.249,17172,16.2858
86829,7.193,2824,2.2727
106646,8.027,25189,19.9595
204082,6.94,3684,9.2749
192136,6.9,557,0.9512
75629,7.2,879,3.1285
174311,5.377,126,0.4348
212063,7.248,161,0.7336
168672,6.855,7530,3.0321
116745,7.206,7973,5.7718
152601,7.845,14867,13.4812
39260,5.364,77,1.3763
45697,6.45,20,1.8911
193756,7.432,4570,5.2917
140823,7.347,3403,4.0445
40897,6.927,55,1.5757
87516,5.925,2051,7.252
209232,6.8,143,1.2468
109443,6.136,2708,3.0393
110415,6.908,10080,8.9471
37129,7.893,121,1.5561
20894,7.604,77,1.4158
20878,7.687,265,3.8697
166271,6.12,616,2.7925
158990,6.068,317,4.4359
27190,5.968,69,5.2294
180894,6.646,405,3.4358
233063,7.009,1730,1.6438
27584,5.6,159,4.343
64807,6.1,1326,2.2305
13194,7.1,130,2.3102
152603,7.203,2318,3.7063
230657,0.0,0,0.0
13632,6.0,60,2.4806
122796,4.529,17,4.3915
204810,6.0,31,1.3034
126963,6.801,1593,6.2425
243531,5.3,120,2.6663
159128,5.8,571,3.1317
39102,6.5,565,3.2613
206408,6.57,706,3.6116
39148,7.3,383,2.6953
168530,6.3,2339,1.8616
137094,6.12,2977,4.8621
157350,6.91,13179,11.3517
6418,6.892,873,5.5782
126319,7.765,650,3.0886
137968,5.8,139,3.9352
100241,5.376,2006,8.8385
157099,5.9,308,3.877
110414,0.0,0,0.0
181886,6.854,6203,3.369
15359,7.185,596,3.0034
152760,6.065,3709,14.357
137106,7.4,8202,6.2097
97020,5.884,5688,4.2273
209247,6.2,593,4.3649
249397,6.711,3043,8.4589
74461,5.575,431,1.4842
197082,7.2,727,3.1018
99367,5.794,257,0.8853
157834,6.101,1277,4.0052
137321,6.268,1377,2.2678
146375,5.645,687,2.9114
103732,6.5,38,5.1147
210047,5.4,258,3.1777
17684,5.3,465,2.1846
249923,5.601,183,3.3676
222899,6.0,519,1.804
120467,8.033,15536,7.9173
84319,5.6,18,0.0337
21474,6.718,569,0.364
225565,6.142,2694,3.115
157336,8.462,38268,36.2106
192102,6.107,2247,2.4851
205724,5.008,441,4.123
225574,6.81,5560,7.0393
85444,7.573,137,3.2573
198375,7.583,2134,3.0458
53182,6.114,6768,7.5506
202141,7.1,240,3.047
242076,5.32,362,4.2758
82703,6.7,2455,5.8695
97370,6.143,3656,5.3096
136797,6.43,4561,5.1812
242042,6.643,659,3.5003
177494,6.6,1112,3.8429
209403,6.393,875,3.0795
235260,6.829,325,4.3956
83201,6.515,500,4.0218
134350,7.4,307,1.7065
236737,6.643,660,3.15
100402,7.655,19523,5.7634
86834,5.669,6428,4.1235
227783,5.9,1007,2.182
53168,7.4,193,2.299
155084,6.3,1165,5.4327
145220,6.304,876,1.8752
119360,6.185,235,3.2348
256561,6.9,151,1.1217
209799,6.811,90,1.0986
180299,7.605,2491,6.8697
25706,5.141,32,1.1484
102382,6.524,13833,14.9524
157832,7.12,1015,5.7413
157547,6.5,3082,3.3972
249660,6.002,941,5.0185
244509,6.542,785,0.9388
172385,6.522,3652,6.3494
262481,7.074,224,3.5445
214030,5.821,602,5.298
157353,6.059,5631,3.9618
167575,5.685,373,4.0135
193610,6.428,3649,4.3187
184345,6.177,1535,6.0299
12242,6.509,2457,4.6923
254473,5.893,1561,5.7544
210479,6.896,2815,1.9913
195589,6.184,7115,5.4018
258096,5.518,55,1.8423
252680,5.615,299,3.9285
240832,6.5,16677,9.9533
127585,7.527,15874,9.6046
124905,6.352,9504,5.9834
187596,5.961,1485,5.5231
188166,6.788,1563,1.5796
212778,7.113,3486,6.153
210947,6.405,595,0.6926
232672,6.895,3703,5.5905
198277,7.233,3903,4.4734
102651,7.088,13480,10.2488
254474,4.945,746,6.263
194722,6.249,193,2.3819
137698,7.141,198,2.7247
188161,6.054,4263,5.5465
137113,7.632,14565,10.5351
177677,7.218,9392,7.3905
20880,4.8,22,5.1262
198185,6.724,648,1.203
174323,5.943,398,0.1499
192133,5.596,171,1.413
255268,6.138,210,1.8708
248212,6.921,126,3.9949
222935,7.594,11400,7.1898
82881,7.134,1086,6.2202
157851,6.182,1118,3.6917
187017,6.8,8251,6.5299
156022,7.282,9580,11.2722
82702,7.676,10116,9.3194
194662,7.45,13251,5.3543
85350,7.491,5370,2.8302
184098,6.407,578,2.6953
209451,6.753,720,2.8861
27460,4.536,98,1.0705
250658,7.891,451,3.2219
91314,5.953,8518,8.9598
171372,6.866,1672,0.89
180296,5.563,429,1.053
186988,6.623,65,3.5281
218836,6.2,886,2.2308
226486,5.3,1251,1.7401
64246,7.2,296,1.7525
242224,6.527,6234,5.2257
244786,8.375,16065,18.861
210577,7.889,19429,27.8191
152790,5.6,529,2.1303
119450,7.335,11906,8.4256
184346,6.251,2150,2.1284
253235,6.036,469,4.4882
225886,5.412,4150,5.5872
244267,7.573,3357,2.8604
238636,6.629,6579,6.1753
118340,7.905,29035,6.2246
242095,6.018,1769,1.5593
138103,6.21,5185,9.9651
184315,5.795,4230,6.9672
157849,6.5,1426,1.305
244566,5.5,705,2.5982
209269,5.7,189,6.5431
239566,6.769,550,3.8957
229297,6.489,2127,2.3091
253306,6.576,877,1.2468
228194,7.284,1491,1.5659
242643,7.329,1162,2.9996
192623,5.8,51,2.2345
244610,6.04,363,5.8706
76757,5.459,6935,12.3468
98566,5.924,7026,9.8993
273404,6.039,180,2.0855
48347,7.6,61,0.3345
227156,6.556,4542,2.1828
174337,6.077,248,2.5246
286709,5.216,102,3.9475
193893,6.461,2895,5.021
242022,6.1,517,1.478
211067,5.976,477,6.4544
189,6.398,4022,4.5873
249164,7.361,4257,4.7074
221902,6.899,981,2.8654
220289,7.221,3200,3.4781
256274,6.733,3717,3.8784
242090,6.857,739,3.847
88573,6.2,49,1.0777
241848,6.645,2063,3.2807
234200,7.689,1372,3.9274
254191,5.414,607,3.7851
154400,6.819,2325,6.101
246400,7.0,205,4.344
244772,6.6,675,3.7813
27286,6.389,27,7.0181
198663,7.192,17694,18.6473
244506,6.727,1075,2.992
169917,6.329,2927,3.6914
244264,6.118,1156,3.9387
32891,6.1,53,0.8857
230779,6.2,64,1.9409
284427,7.58,1641,2.7577
149871,8.086,1905,3.6204
239678,6.618,1426,5.5961
15916,7.7,473,4.8317
190859,7.417,13348,6.9358
246403,5.515,1527,4.3176
254375,6.689,924,1.1143
149509,6.293,2372,2.9971
250546,5.8,6403,13.6433
286554,6.413,1889,3.8442
49017,6.447,6355,4.7023
227300,6.192,691,3.0075
262543,5.868,1730,7.0424
244761,5.83,1134,1.4991
206487,7.421,6833,5.1209
146381,5.907,322,3.2901
48585,7.6,18,1.904
